,M2,S2,N2,K2,K1,O1,P1
2022-10-21 16:10:00,3.6657895408476175,2.1816615649827042,5.837304522317853,3.0296420699968643,3.09047001516497,0.6147749157243582,-1.0052020440609617
2022-10-21 16:15:00,3.707945297685038,2.225294796177394,5.878668518201426,3.073395478299778,3.112346711017356,0.6350538248452899,-0.983445160378865
2022-10-21 16:20:00,3.7501010547517555,2.2689280276049146,5.920032514312265,3.117148886837457,3.1342234069869797,0.6553327340781059,-0.9616882765804804
2022-10-21 16:25:00,3.792256811702585,2.31256125891602,5.961396510307231,3.160902295260657,3.1561001028992184,0.675611643252247,-0.9399313928404305
2022-10-21 16:30:00,3.834412568653179,2.356194490227125,6.002760506301946,3.204655703685029,3.177976798811897,0.6958905524255394,-0.9181745091001265
2022-10-21 16:35:00,3.8765683254919505,2.399827721421815,6.044124502186868,3.2484091119949223,3.199853494667191,0.7161694615442221,-0.8964176254181573
2022-10-21 16:40:00,3.9187240825597645,2.4434609528493354,6.085488498298805,3.292162520539325,3.221730190639594,0.7364483707746621,-0.8746607416197727
2022-10-21 16:45:00,3.9608798395114366,2.4870941841604406,6.126852494294598,3.3359159289689977,3.2436068865544856,0.7567272799463,-0.8529038578795958
2022-10-21 16:50:00,4.003035596463382,2.530727415471546,6.168216490290665,3.379669337400344,3.2654835824700696,0.777006189117345,-0.8311469741394188
2022-10-21 16:55:00,4.045191353302997,2.5743606466662357,6.209580486176416,3.423422745716705,3.287360278328015,0.7972850982335244,-0.8093900904573226
2022-10-21 17:00:00,4.0873471102552354,2.617993877977341,6.250944482172791,3.4671761541511597,3.3092369742448606,0.8175640074032562,-0.7876332067170186
2022-10-21 17:05:00,4.1295028672041925,2.661627109288446,0.009123170984252305,3.5109295625878065,3.331113670162658,0.8378429165685798,-0.7658763229769687
2022-10-21 17:10:00,4.171658624157488,2.7052603405995512,0.05048716698166711,3.5546829710261356,3.3529903660811504,0.8581218257373739,-0.7441194392369184
2022-10-21 17:15:00,4.213814381114615,2.7488935719106564,0.09185116298494744,3.5984363794656353,3.3748670620000825,0.8784007349093856,-0.7223625554966149
2022-10-21 17:20:00,4.255970138072014,2.7925268032217616,0.13321515898848268,3.6421897879068172,3.3967437579197095,0.8986796440808024,-0.7006056717563109
